Paradigm,Order,Class,Lemma,Stem,Subject,Object,Mode,Negation,Form1,Form2
VTA,Ind,Regular,waabam,waabam,0Pl,2Sg,Prt,Neg,gi<<waabam>>igosiinaabanen,
VTA,Ind,Regular,waabam,waabam,0Pl,2Sg,Prt,Pos,gi<<waabam>>igonaabanen,
VTA,Ind,Regular,waabam,waabam,0Pl,3PlProx,Prt,Neg,o<<waabam>>igosiinaawaabanen,
VTA,Ind,Regular,waabam,waabam,0Pl,3PlProx,Prt,Pos,o<<waabam>>igonaawaabanen,
VTA,Ind,Regular,waabam,waabam,0Pl,3SgObv/3PlObv,Prt,Neg,o<<waabam>>igosiininaabanen,
VTA,Ind,Regular,waabam,waabam,0Pl,3SgObv/3PlObv,Prt,Pos,o<<waabam>>igoninaabanen,
VTA,Ind,Regular,waabam,waabam,0Pl,3SgProx,Prt,Neg,o<<waabam>>igosiinaabanen,
VTA,Ind,Regular,waabam,waabam,0Pl,3SgProx,Prt,Pos,o<<waabam>>igonaabanen,
VTA,Ind,Regular,waabam,waabam,0Pl,Excl,Prt,Neg,ni<<waabam>>igosiiminaabanen,
VTA,Ind,Regular,waabam,waabam,0Pl,Excl,Prt,Pos,ni<<waabam>>igominaabanen,
VTA,Ind,Regular,waabam,waabam,0Pl,Incl,Prt,Neg,gi<<waabam>>igosiiminaabanen,
VTA,Ind,Regular,waabam,waabam,0Pl,Incl,Prt,Pos,gi<<waabam>>igominaabanen,
VTA,Ind,Regular,waabam,waabam,0Sg,1Sg,Prt,Neg,ni<<waabam>>igosiinaaban,
VTA,Ind,Regular,waabam,waabam,0Sg,1Sg,Prt,Pos,ni<<waabam>>igonaaban,
VTA,Ind,Regular,waabam,waabam,0Sg,2Pl,Prt,Neg,gi<<waabam>>igosiinaawaaban,
VTA,Ind,Regular,waabam,waabam,0Sg,2Pl,Prt,Pos,gi<<waabam>>igonaawaaban,
VTA,Ind,Regular,waabam,waabam,0Sg,2Sg,Prt,Neg,gi<<waabam>>igosiinaaban,
VTA,Ind,Regular,waabam,waabam,0Sg,2Sg,Prt,Pos,gi<<waabam>>igonaaban,
VTA,Ind,Regular,waabam,waabam,0Sg,3PlProx,Prt,Neg,o<<waabam>>igosiinaawaaban,
VTA,Ind,Regular,waabam,waabam,0Sg,3PlProx,Prt,Pos,o<<waabam>>igonaawaaban,
VTA,Ind,Regular,waabam,waabam,0Sg,3SgObv/3PlObv,Prt,Neg,o<<waabam>>igosiininaaban,
VTA,Ind,Regular,waabam,waabam,0Sg,3SgObv/3PlObv,Prt,Pos,o<<waabam>>igoninaaban,
VTA,Ind,Regular,waabam,waabam,0Sg,3SgProx,Prt,Neg,o<<waabam>>igosiinaaban,
VTA,Ind,Regular,waabam,waabam,0Sg,3SgProx,Prt,Pos,o<<waabam>>igonaaban,
VTA,Ind,Regular,waabam,waabam,0Sg,Excl,Prt,Neg,ni<<waabam>>igosiiminaaban,
VTA,Ind,Regular,waabam,waabam,0Sg,Excl,Prt,Pos,ni<<waabam>>igominaaban,
VTA,Ind,Regular,waabam,waabam,0Sg,Incl,Prt,Neg,gi<<waabam>>igosiiminaaban,
VTA,Ind,Regular,waabam,waabam,0Sg,Incl,Prt,Pos,gi<<waabam>>igominaaban,
VTA,Ind,Regular,waabam,waabam,1Sg,2Pl,Prt,Neg,gi<<waabam>>isinooninimwaaban,
VTA,Ind,Regular,waabam,waabam,1Sg,2Pl,Prt,Pos,gi<<waabam>>ininimwaaban,
VTA,Ind,Regular,waabam,waabam,1Sg,2Sg,Prt,Neg,gi<<waabam>>isinooninaaban,
VTA,Ind,Regular,waabam,waabam,1Sg,2Sg,Prt,Pos,gi<<waabam>>ininaaban,
VTA,Ind,Regular,waabam,waabam,1Sg,3PlProx,Prt,Neg,ni<<waabam>>aasiibaneg,
VTA,Ind,Regular,waabam,waabam,1Sg,3PlProx,Prt,Pos,ni<<waabam>>aabaneg,
VTA,Ind,Regular,waabam,waabam,1Sg,3SgObv/3PlObv,Prt,Neg,ni<<waabam>>imaasiibanen,
VTA,Ind,Regular,waabam,waabam,1Sg,3SgObv/3PlObv,Prt,Pos,ni<<waabam>>imaabanen,
VTA,Ind,Regular,waabam,waabam,1Sg,3SgProx,Prt,Neg,ni<<waabam>>aasiiban,
VTA,Ind,Regular,waabam,waabam,1Sg,3SgProx,Prt,Pos,ni<<waabam>>aaban,
VTA,Ind,Regular,waabam,waabam,2Pl,1Sg,Prt,Neg,gi<<waabam>>isiimwaaban,
VTA,Ind,Regular,waabam,waabam,2Pl,1Sg,Prt,Pos,gi<<waabam>>imwaaban,
VTA,Ind,Regular,waabam,waabam,2Pl,3PlProx,Prt,Neg,gi<<waabam>>aasiwaawaabaneg,
VTA,Ind,Regular,waabam,waabam,2Pl,3PlProx,Prt,Pos,gi<<waabam>>aawaabaneg,
VTA,Ind,Regular,waabam,waabam,2Pl,3SgObv/3PlObv,Prt,Neg,gi<<waabam>>imaasiwaawaabanen,
VTA,Ind,Regular,waabam,waabam,2Pl,3SgObv/3PlObv,Prt,Pos,gi<<waabam>>imaawaabanen,
VTA,Ind,Regular,waabam,waabam,2Pl,3SgProx,Prt,Neg,gi<<waabam>>aasiwaawaaban,
VTA,Ind,Regular,waabam,waabam,2Pl,3SgProx,Prt,Pos,gi<<waabam>>aawaaban,
VTA,Ind,Regular,waabam,waabam,2Pl,Excl,Prt,Neg,gi<<waabam>>isiiminaaban,
VTA,Ind,Regular,waabam,waabam,2Pl,Excl,Prt,Pos,gi<<waabam>>iminaaban,
VTA,Ind,Regular,waabam,waabam,2Sg,1Sg,Prt,Neg,gi<<waabam>>isiinaaban,
VTA,Ind,Regular,waabam,waabam,2Sg,1Sg,Prt,Pos,gi<<waabam>>inaaban,
VTA,Ind,Regular,waabam,waabam,2Sg,3PlProx,Prt,Neg,gi<<waabam>>aasiibaneg,
VTA,Ind,Regular,waabam,waabam,2Sg,3PlProx,Prt,Pos,gi<<waabam>>aabaneg,
VTA,Ind,Regular,waabam,waabam,2Sg,3SgObv/3PlObv,Prt,Neg,gi<<waabam>>imaasiibanen,
VTA,Ind,Regular,waabam,waabam,2Sg,3SgObv/3PlObv,Prt,Pos,gi<<waabam>>imaabanen,
VTA,Ind,Regular,waabam,waabam,2Sg,3SgProx,Prt,Neg,gi<<waabam>>aasiiban,
VTA,Ind,Regular,waabam,waabam,2Sg,3SgProx,Prt,Pos,gi<<waabam>>aaban,
VTA,Ind,Regular,waabam,waabam,2Sg,Excl,Prt,Neg,gi<<waabam>>isiiminaaban,
VTA,Ind,Regular,waabam,waabam,2Sg,Excl,Prt,Pos,gi<<waabam>>iminaaban,
VTA,Ind,Regular,waabam,waabam,3PlProx,1Sg,Prt,Neg,ni<<waabam>>igosiibaneg,
VTA,Ind,Regular,waabam,waabam,3PlProx,1Sg,Prt,Pos,ni<<waabam>>igobaneg,
VTA,Ind,Regular,waabam,waabam,3PlProx,2Pl,Prt,Neg,gi<<waabam>>igosiiwaabaneg,
VTA,Ind,Regular,waabam,waabam,3PlProx,2Pl,Prt,Pos,gi<<waabam>>igowaabaneg,
VTA,Ind,Regular,waabam,waabam,3PlProx,2Sg,Prt,Neg,gi<<waabam>>igosiibaneg,
VTA,Ind,Regular,waabam,waabam,3PlProx,2Sg,Prt,Pos,gi<<waabam>>igobaneg,
VTA,Ind,Regular,waabam,waabam,3PlProx,3SgObv/3PlObv,Prt,Neg,o<<waabam>>aasiwaawaabanen,
VTA,Ind,Regular,waabam,waabam,3PlProx,3SgObv/3PlObv,Prt,Pos,o<<waabam>>aawaabanen,
VTA,Ind,Regular,waabam,waabam,3PlProx,Excl,Prt,Neg,ni<<waabam>>igonaabaneg,
VTA,Ind,Regular,waabam,waabam,3PlProx,Excl,Prt,Pos,ni<<waabam>>igosiinaabaneg,
VTA,Ind,Regular,waabam,waabam,3PlProx,Incl,Prt,Neg,gi<<waabam>>igosiinaabaneg,
VTA,Ind,Regular,waabam,waabam,3PlProx,Incl,Prt,Pos,gi<<waabam>>igonaabaneg,
VTA,Ind,Regular,waabam,waabam,3SgObv/3PlObv,3PlProx,Prt,Neg,o<<waabam>>igosiiwaabanen,
VTA,Ind,Regular,waabam,waabam,3SgObv/3PlObv,3PlProx,Prt,Pos,o<<waabam>>igowaabanen,
VTA,Ind,Regular,waabam,waabam,3SgObv/3PlObv,3SgProx,Prt,Neg,o<<waabam>>igosiibanen,
VTA,Ind,Regular,waabam,waabam,3SgObv/3PlObv,3SgProx,Prt,Pos,o<<waabam>>igobanen,
VTA,Ind,Regular,waabam,waabam,3SgProx,1Sg,Prt,Neg,ni<<waabam>>igosiiban,
VTA,Ind,Regular,waabam,waabam,3SgProx,1Sg,Prt,Pos,ni<<waabam>>igoban,
VTA,Ind,Regular,waabam,waabam,3SgProx,2Pl,Prt,Neg,gi<<waabam>>igosiiwaaban,
VTA,Ind,Regular,waabam,waabam,3SgProx,2Pl,Prt,Pos,gi<<waabam>>igowaaban,
VTA,Ind,Regular,waabam,waabam,3SgProx,2Sg,Prt,Neg,gi<<waabam>>igosiiban,
VTA,Ind,Regular,waabam,waabam,3SgProx,2Sg,Prt,Pos,gi<<waabam>>igoban,
VTA,Ind,Regular,waabam,waabam,3SgProx,3SgObv/3PlObv,Prt,Neg,o<<waabam>>aasiibanen,
VTA,Ind,Regular,waabam,waabam,3SgProx,3SgObv/3PlObv,Prt,Pos,o<<waabam>>aabanen,
VTA,Ind,Regular,waabam,waabam,3SgProx,Excl,Prt,Neg,ni<<waabam>>igosiinaaban,
VTA,Ind,Regular,waabam,waabam,3SgProx,Excl,Prt,Pos,ni<<waabam>>igonaaban,
VTA,Ind,Regular,waabam,waabam,3SgProx,Incl,Prt,Neg,gi<<waabam>>igosiinaaban,
VTA,Ind,Regular,waabam,waabam,3SgProx,Incl,Prt,Pos,gi<<waabam>>igonaaban,
VTA,Ind,Regular,waabam,waabam,Excl,2Pl,Prt,Neg,gi<<waabam>>igoosiimwaaban,
VTA,Ind,Regular,waabam,waabam,Excl,2Pl,Prt,Pos,gi<<waabam>>igoomwaaban,
VTA,Ind,Regular,waabam,waabam,Excl,2Sg,Prt,Neg,gi<<waabam>>igoosiinaaban,
VTA,Ind,Regular,waabam,waabam,Excl,2Sg,Prt,Pos,gi<<waabam>>igoonaaban,
VTA,Ind,Regular,waabam,waabam,Excl,3PlProx,Prt,Neg,ni<<waabam>>aasiwaanaabaneg,
VTA,Ind,Regular,waabam,waabam,Excl,3PlProx,Prt,Pos,ni<<waabam>>aanaabaneg,
VTA,Ind,Regular,waabam,waabam,Excl,3SgObv/3PlObv,Prt,Neg,ni<<waabam>>imaasiwaanaabanen,
VTA,Ind,Regular,waabam,waabam,Excl,3SgObv/3PlObv,Prt,Pos,ni<<waabam>>imaanaabanen,
VTA,Ind,Regular,waabam,waabam,Excl,3SgProx,Prt,Neg,ni<<waabam>>aasiwaanaaban,
VTA,Ind,Regular,waabam,waabam,Excl,3SgProx,Prt,Pos,ni<<waabam>>aanaaban,
VTA,Ind,Regular,waabam,waabam,Incl,3PlProx,Prt,Neg,gi<<waabam>>aasiwaanaabaneg,
VTA,Ind,Regular,waabam,waabam,Incl,3PlProx,Prt,Pos,gi<<waabam>>aanaabaneg,
VTA,Ind,Regular,waabam,waabam,Incl,3SgObv/3PlObv,Prt,Neg,gi<<waabam>>imaasiwaanaabanen,
VTA,Ind,Regular,waabam,waabam,Incl,3SgObv/3PlObv,Prt,Pos,gi<<waabam>>imaanaabanen,
VTA,Ind,Regular,waabam,waabam,Incl,3SgProx,Prt,Neg,gi<<waabam>>aasiwaanaaban,
VTA,Ind,Regular,waabam,waabam,Incl,3SgProx,Prt,Pos,gi<<waabam>>aanaaban,
VTA,Ind,Regular,waabam,waabam,X,1Sg,Prt,Neg,ni<<waabam>>igoosiinaaban,
VTA,Ind,Regular,waabam,waabam,X,1Sg,Prt,Pos,ni<<waabam>>igoonaaban,
VTA,Ind,Regular,waabam,waabam,X,2Pl,Prt,Neg,gi<<waabam>>igoosiimwaaban,
VTA,Ind,Regular,waabam,waabam,X,2Pl,Prt,Pos,gi<<waabam>>igoomwaaban,
VTA,Ind,Regular,waabam,waabam,X,2Sg,Prt,Neg,gi<<waabam>>igoosiinaaban,
VTA,Ind,Regular,waabam,waabam,X,2Sg,Prt,Pos,gi<<waabam>>igoonaaban,
VTA,Ind,Regular,waabam,waabam,X,3PlProx,Prt,Neg,<<waabam>>aasiibaneg,
VTA,Ind,Regular,waabam,waabam,X,3PlProx,Prt,Pos,<<waabam>>aabaneg,
VTA,Ind,Regular,waabam,waabam,X,3SgObv/3PlObv,Prt,Neg,<<waabam>>imaasiibanen,
VTA,Ind,Regular,waabam,waabam,X,3SgObv/3PlObv,Prt,Pos,<<waabam>>imaabanen,
VTA,Ind,Regular,waabam,waabam,X,3SgProx,Prt,Neg,<<waabam>>aasiiban,
VTA,Ind,Regular,waabam,waabam,X,3SgProx,Prt,Pos,<<waabam>>aaban,
VTA,Ind,Regular,waabam,waabam,X,Excl,Prt,Neg,ni<<waabam>>igoosiiminaaban,
VTA,Ind,Regular,waabam,waabam,X,Excl,Prt,Pos,ni<<waabam>>igoominaaban,
VTA,Ind,Regular,waabam,waabam,X,Incl,Prt,Neg,gi<<waabam>>igoosiiminaaban,
VTA,Ind,Regular,waabam,waabam,X,Incl,Prt,Pos,gi<<waabam>>igoominaaban,
VTA,Ind,aw,mikaw,mikaw,0Pl,1Sg,Dub,Neg,ni<<mikaa>>gosiinaadogenan,
VTA,Ind,aw,mikaw,mikaw,0Pl,1Sg,Dub,Pos,ni<<mikaa>>gonaadogenan,
VTA,Ind,aw,mikaw,mikaw,0Pl,2Pl,Dub,Neg,gi<<mikaa>>gosiinaawaadogenan,
VTA,Ind,aw,mikaw,mikaw,0Pl,2Pl,Dub,Pos,gi<<mikaa>>gonaawaadogenan,
VTA,Ind,aw,mikaw,mikaw,0Pl,2Sg,Dub,Neg,gi<<mikaa>>gosiinaadogenan,
VTA,Ind,aw,mikaw,mikaw,0Pl,2Sg,Dub,Pos,gi<<mikaa>>gonaadogenan,
VTA,Ind,aw,mikaw,mikaw,0Pl,3PlProx,Dub,Neg,o<<mikaa>>gosiinaawaadogenan,
VTA,Ind,aw,mikaw,mikaw,0Pl,3PlProx,Dub,Pos,o<<mikaa>>gonaawaadogenan,
VTA,Ind,aw,mikaw,mikaw,0Pl,3SgObv/3PlObv,Dub,Neg,o<<mikaa>>gosiininaadogenan,
VTA,Ind,aw,mikaw,mikaw,0Pl,3SgObv/3PlObv,Dub,Pos,o<<mikaa>>goninaadogenan,
VTA,Ind,aw,mikaw,mikaw,0Pl,3SgProx,Dub,Neg,o<<mikaa>>gosiinaadogenan,
VTA,Ind,aw,mikaw,mikaw,0Pl,3SgProx,Dub,Pos,o<<mikaa>>gonaadogenan,
VTA,Ind,aw,mikaw,mikaw,0Pl,Excl,Dub,Neg,ni<<mikaa>>gosiiminaadogenan,
VTA,Ind,aw,mikaw,mikaw,0Pl,Excl,Dub,Pos,ni<<mikaa>>gominaadogenan,
VTA,Ind,aw,mikaw,mikaw,0Pl,Incl,Dub,Neg,gi<<mikaa>>gosiiminaadogenan,
VTA,Ind,aw,mikaw,mikaw,0Pl,Incl,Dub,Pos,gi<<mikaa>>gominaadogenan,
VTA,Ind,aw,mikaw,mikaw,0Sg,1Sg,Dub,Neg,ni<<mikaa>>gosiinaadog,
VTA,Ind,aw,mikaw,mikaw,0Sg,1Sg,Dub,Pos,ni<<mikaa>>gonaadog,
VTA,Ind,aw,mikaw,mikaw,0Sg,2Pl,Dub,Neg,gi<<mikaa>>gosiinaawaadog,
VTA,Ind,aw,mikaw,mikaw,0Sg,2Pl,Dub,Pos,gi<<mikaa>>gonaawaadog,
VTA,Ind,aw,mikaw,mikaw,0Sg,2Sg,Dub,Neg,gi<<mikaa>>gosiinaadog,
VTA,Ind,aw,mikaw,mikaw,0Sg,2Sg,Dub,Pos,gi<<mikaa>>gonaadog,
VTA,Ind,aw,mikaw,mikaw,0Sg,3PlProx,Dub,Neg,o<<mikaa>>gosiinaawaadog,
VTA,Ind,aw,mikaw,mikaw,0Sg,3PlProx,Dub,Pos,o<<mikaa>>gonaawaadog,
VTA,Ind,aw,mikaw,mikaw,0Sg,3SgObv/3PlObv,Dub,Neg,o<<mikaa>>gosiininaadog,
VTA,Ind,aw,mikaw,mikaw,0Sg,3SgObv/3PlObv,Dub,Pos,o<<mikaa>>goninaadog,
VTA,Ind,aw,mikaw,mikaw,0Sg,3SgProx,Dub,Neg,o<<mikaa>>gosiinaadog,
VTA,Ind,aw,mikaw,mikaw,0Sg,3SgProx,Dub,Pos,o<<mikaa>>gonaadog,
VTA,Ind,aw,mikaw,mikaw,0Sg,Excl,Dub,Neg,ni<<mikaa>>gosiiminaadog,
VTA,Ind,aw,mikaw,mikaw,0Sg,Excl,Dub,Pos,ni<<mikaa>>gominaadog,
VTA,Ind,aw,mikaw,mikaw,0Sg,Incl,Dub,Neg,gi<<mikaa>>gosiiminaadog,
VTA,Ind,aw,mikaw,mikaw,0Sg,Incl,Dub,Pos,gi<<mikaa>>gominaadog,
VTA,Ind,aw,mikaw,mikaw,1Sg,2Pl,Dub,Neg,gi<<mikoo>>sinooninimwaadog,
VTA,Ind,aw,mikaw,mikaw,1Sg,2Pl,Dub,Pos,gi<<mikoo>>ninimwaadog,
VTA,Ind,aw,mikaw,mikaw,1Sg,2Sg,Dub,Neg,gi<<mikoo>>sinooninaadog,
VTA,Ind,aw,mikaw,mikaw,1Sg,2Sg,Dub,Pos,gi<<mikoo>>ninaadog,
VTA,Ind,aw,mikaw,mikaw,1Sg,3PlProx,Dub,Neg,ni<<mikaw>>aasiidogenag,
VTA,Ind,aw,mikaw,mikaw,1Sg,3PlProx,Dub,Pos,ni<<mikaw>>aadogenag,
VTA,Ind,aw,mikaw,mikaw,1Sg,3SgObv/3PlObv,Dub,Neg,ni<<mikaw>>imaasiidogenan,
VTA,Ind,aw,mikaw,mikaw,1Sg,3SgObv/3PlObv,Dub,Pos,ni<<mikaw>>imaadogenan,
VTA,Ind,aw,mikaw,mikaw,1Sg,3SgProx,Dub,Neg,ni<<mikaw>>aasiidog,
VTA,Ind,aw,mikaw,mikaw,1Sg,3SgProx,Dub,Pos,ni<<mikaw>>aadog,
VTA,Ind,aw,mikaw,mikaw,2Pl,1Sg,Dub,Neg,gi<<mikaw>>isiimwaadog,
VTA,Ind,aw,mikaw,mikaw,2Pl,1Sg,Dub,Pos,gi<<mikaw>>imwaadog,
VTA,Ind,aw,mikaw,mikaw,2Pl,3PlProx,Dub,Neg,gi<<mikaw>>aasiwaawaadogenag,
VTA,Ind,aw,mikaw,mikaw,2Pl,3PlProx,Dub,Pos,gi<<mikaw>>aawaadogenag,
VTA,Ind,aw,mikaw,mikaw,2Pl,3SgObv/3PlObv,Dub,Neg,gi<<mikaw>>imaasiwaawaadogenan,
VTA,Ind,aw,mikaw,mikaw,2Pl,3SgObv/3PlObv,Dub,Pos,gi<<mikaw>>imaawaadogenan,
VTA,Ind,aw,mikaw,mikaw,2Pl,3SgProx,Dub,Neg,gi<<mikaw>>aasiwaawaadog,
VTA,Ind,aw,mikaw,mikaw,2Pl,3SgProx,Dub,Pos,gi<<mikaw>>aawaadog,
VTA,Ind,aw,mikaw,mikaw,2Pl,Excl,Dub,Neg,gi<<mikaw>>isiiminaadog,
VTA,Ind,aw,mikaw,mikaw,2Pl,Excl,Dub,Pos,gi<<mikaw>>iminaadog,
VTA,Ind,aw,mikaw,mikaw,2Sg,1Sg,Dub,Neg,gi<<mikaw>>isiinaadog,
VTA,Ind,aw,mikaw,mikaw,2Sg,1Sg,Dub,Pos,gi<<mikaw>>inaadog,
VTA,Ind,aw,mikaw,mikaw,2Sg,3PlProx,Dub,Neg,gi<<mikaw>>aasiidogenag,
VTA,Ind,aw,mikaw,mikaw,2Sg,3PlProx,Dub,Pos,gi<<mikaw>>aadogenag,
VTA,Ind,aw,mikaw,mikaw,2Sg,3SgObv/3PlObv,Dub,Neg,gi<<mikaw>>imaasiidogenan,
VTA,Ind,aw,mikaw,mikaw,2Sg,3SgObv/3PlObv,Dub,Pos,gi<<mikaw>>imaadogenan,
VTA,Ind,aw,mikaw,mikaw,2Sg,3SgProx,Dub,Neg,gi<<mikaw>>aasiidog,
VTA,Ind,aw,mikaw,mikaw,2Sg,3SgProx,Dub,Pos,gi<<mikaw>>aadog,
VTA,Ind,aw,mikaw,mikaw,2Sg,Excl,Dub,Neg,gi<<mikaw>>isiiminaadog,
VTA,Ind,aw,mikaw,mikaw,2Sg,Excl,Dub,Pos,gi<<mikaw>>iminaadog,
VTA,Ind,aw,mikaw,mikaw,3PlProx,1Sg,Dub,Neg,ni<<mikaa>>gosiidogenag,
VTA,Ind,aw,mikaw,mikaw,3PlProx,1Sg,Dub,Pos,ni<<mikaa>>godogenag,
VTA,Ind,aw,mikaw,mikaw,3PlProx,2Pl,Dub,Neg,gi<<mikaa>>gosiiwaadogenag,
VTA,Ind,aw,mikaw,mikaw,3PlProx,2Pl,Dub,Pos,gi<<mikaa>>gowaadogenag,
VTA,Ind,aw,mikaw,mikaw,3PlProx,2Sg,Dub,Neg,gi<<mikaa>>gosiidogenag,
VTA,Ind,aw,mikaw,mikaw,3PlProx,2Sg,Dub,Pos,gi<<mikaa>>godogenag,
VTA,Ind,aw,mikaw,mikaw,3PlProx,3SgObv/3PlObv,Dub,Neg,o<<mikaw>>aasiwaawaadogenan,
VTA,Ind,aw,mikaw,mikaw,3PlProx,3SgObv/3PlObv,Dub,Pos,o<<mikaw>>aawaadogenan,
VTA,Ind,aw,mikaw,mikaw,3PlProx,Excl,Dub,Neg,ni<<mikaa>>gosiinaadogenag,
VTA,Ind,aw,mikaw,mikaw,3PlProx,Excl,Dub,Pos,ni<<mikaa>>gonaadogenag,
VTA,Ind,aw,mikaw,mikaw,3PlProx,Incl,Dub,Neg,gi<<mikaa>>gosiinaadogenag,
VTA,Ind,aw,mikaw,mikaw,3PlProx,Incl,Dub,Pos,gi<<mikaa>>gonaadogenag,
VTA,Ind,aw,mikaw,mikaw,3SgObv/3PlObv,3PlProx,Dub,Neg,o<<mikaa>>gosiiwaadogenan,
VTA,Ind,aw,mikaw,mikaw,3SgObv/3PlObv,3PlProx,Dub,Pos,o<<mikaa>>gowaadogenan,
VTA,Ind,aw,mikaw,mikaw,3SgObv/3PlObv,3SgProx,Dub,Neg,o<<mikaa>>gosiidogenan,
VTA,Ind,aw,mikaw,mikaw,3SgObv/3PlObv,3SgProx,Dub,Pos,o<<mikaa>>godogenan,
VTA,Ind,aw,mikaw,mikaw,3SgProx,1Sg,Dub,Neg,ni<<mikaa>>gosiidog,
VTA,Ind,aw,mikaw,mikaw,3SgProx,1Sg,Dub,Pos,ni<<mikaa>>godog,
VTA,Ind,aw,mikaw,mikaw,3SgProx,2Pl,Dub,Neg,gi<<mikaa>>gosiiwaadog,
VTA,Ind,aw,mikaw,mikaw,3SgProx,2Pl,Dub,Pos,gi<<mikaa>>gowaadog,
VTA,Ind,aw,mikaw,mikaw,3SgProx,2Sg,Dub,Neg,gi<<mikaa>>gosiidog,
VTA,Ind,aw,mikaw,mikaw,3SgProx,2Sg,Dub,Pos,gi<<mikaa>>godog,
VTA,Ind,aw,mikaw,mikaw,3SgProx,3SgObv/3PlObv,Dub,Neg,o<<mikaw>>aasiidogenan,
VTA,Ind,aw,mikaw,mikaw,3SgProx,3SgObv/3PlObv,Dub,Pos,o<<mikaw>>aadogenan,
VTA,Ind,aw,mikaw,mikaw,3SgProx,Excl,Dub,Neg,ni<<mikaa>>gosiinaadog,
VTA,Ind,aw,mikaw,mikaw,3SgProx,Excl,Dub,Pos,ni<<mikaa>>gonaadog,
VTA,Ind,aw,mikaw,mikaw,3SgProx,Incl,Dub,Neg,gi<<mikaa>>gosiinaadog,
VTA,Ind,aw,mikaw,mikaw,3SgProx,Incl,Dub,Pos,gi<<mikaa>>gonaadog,
VTA,Ind,aw,mikaw,mikaw,Excl,2Pl,Dub,Neg,gi<<mikaa>>goosiimwaadog,
VTA,Ind,aw,mikaw,mikaw,Excl,2Pl,Dub,Pos,gi<<mikaa>>goomwaadog,
VTA,Ind,aw,mikaw,mikaw,Excl,2Sg,Dub,Neg,gi<<mikaa>>goosiinaadog,
VTA,Ind,aw,mikaw,mikaw,Excl,2Sg,Dub,Pos,gi<<mikaa>>goonaadog,
VTA,Ind,aw,mikaw,mikaw,Excl,3PlProx,Dub,Neg,ni<<mikaw>>aasiwaanaadogenag,
VTA,Ind,aw,mikaw,mikaw,Excl,3PlProx,Dub,Pos,ni<<mikaw>>aanaadogenag,
VTA,Ind,aw,mikaw,mikaw,Excl,3SgObv/3PlObv,Dub,Neg,ni<<mikaw>>imaasiwaanaadogenan,
VTA,Ind,aw,mikaw,mikaw,Excl,3SgObv/3PlObv,Dub,Pos,ni<<mikaw>>imaanaadogenan,
VTA,Ind,aw,mikaw,mikaw,Excl,3SgProx,Dub,Neg,ni<<mikaw>>aasiwaanaadog,
VTA,Ind,aw,mikaw,mikaw,Excl,3SgProx,Dub,Pos,ni<<mikaw>>aanaadog,
VTA,Ind,aw,mikaw,mikaw,Incl,3PlProx,Dub,Neg,gi<<mikaw>>aasiwaanaadogenag,
VTA,Ind,aw,mikaw,mikaw,Incl,3PlProx,Dub,Pos,gi<<mikaw>>aanaadogenag,
VTA,Ind,aw,mikaw,mikaw,Incl,3SgObv/3PlObv,Dub,Neg,gi<<mikaw>>imaasiwaanaadogenan,
VTA,Ind,aw,mikaw,mikaw,Incl,3SgObv/3PlObv,Dub,Pos,gi<<mikaw>>imaanaadogenan,
VTA,Ind,aw,mikaw,mikaw,Incl,3SgProx,Dub,Neg,gi<<mikaw>>aasiwaanaadog,
VTA,Ind,aw,mikaw,mikaw,Incl,3SgProx,Dub,Pos,gi<<mikaw>>aanaadog,
VTA,Ind,aw,mikaw,mikaw,X,1Sg,Dub,Neg,ni<<mikaa>>goosiinaadog,
VTA,Ind,aw,mikaw,mikaw,X,1Sg,Dub,Pos,ni<<mikaa>>goonaadog,
VTA,Ind,aw,mikaw,mikaw,X,2Pl,Dub,Neg,gi<<mikaa>>goosiimwaadog,
VTA,Ind,aw,mikaw,mikaw,X,2Pl,Dub,Pos,gi<<mikaa>>goomwaadog,
VTA,Ind,aw,mikaw,mikaw,X,2Sg,Dub,Neg,gi<<mikaa>>goosiinaadog,
VTA,Ind,aw,mikaw,mikaw,X,2Sg,Dub,Pos,gi<<mikaa>>goonaadog,
VTA,Ind,aw,mikaw,mikaw,X,3PlProx,Dub,Neg,<<mikaw>>aasiidogenag,
VTA,Ind,aw,mikaw,mikaw,X,3PlProx,Dub,Pos,<<mikaw>>aadogenag,
VTA,Ind,aw,mikaw,mikaw,X,3SgObv/3PlObv,Dub,Neg,<<mikaw>>imaasiidogenan,
VTA,Ind,aw,mikaw,mikaw,X,3SgObv/3PlObv,Dub,Pos,<<mikaw>>imaadogenan,
VTA,Ind,aw,mikaw,mikaw,X,3SgProx,Dub,Neg,<<mikaw>>aasiidog,
VTA,Ind,aw,mikaw,mikaw,X,3SgProx,Dub,Pos,<<mikaw>>aadog,
VTA,Ind,aw,mikaw,mikaw,X,Excl,Dub,Neg,ni<<mikaa>>goosiiminaadog,
VTA,Ind,aw,mikaw,mikaw,X,Excl,Dub,Pos,ni<<mikaa>>goominaadog,
VTA,Ind,aw,mikaw,mikaw,X,Incl,Dub,Neg,gi<<mikaa>>goosiiminaadog,
VTA,Ind,aw,mikaw,mikaw,X,Incl,Dub,Pos,gi<<mikaa>>goominaadog,
VTA,Ind,aw,mikaw,mikaw,0Pl,1Sg,Neu,Neg,ni<<mikaa>>gosiinan,
