Paradigm,Order,Class,Lemma,Stem,Subject,Mode,Negation,Form1Surface,Form1Split,Sorm1Source,Form2Surface,Form2Split,Form2Source,Form3Surface,Form3Split,Form3Source
VAI,Ind,ii,madaabii,madaabii,1Sg,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,m,minongwaam,minongwaam,1Sg,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,o,nagamo,nagamo,1Sg,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,aa,nibaa,nibaa,1Sg,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,i,niimi,niimi,1Sg,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,n,wanishin,wanishin,1Sg,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,e,webinige,webinige,1Sg,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,am,zaaga'am,zaaga',1Sg,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,2Pl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,ii,madaabii,madaabii,2Pl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,m,minongwaam,minongwaam,2Pl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,o,nagamo,nagamo,2Pl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,aa,nibaa,nibaa,2Pl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,i,niimi,niimi,2Pl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,n,wanishin,wanishin,2Pl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,e,webinige,webinige,2Pl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,am,zaaga'am,zaaga',2Pl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,2Sg,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,ii,madaabii,madaabii,2Sg,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,m,minongwaam,minongwaam,2Sg,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,o,nagamo,nagamo,2Sg,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,aa,nibaa,nibaa,2Sg,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,i,niimi,niimi,2Sg,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,n,wanishin,wanishin,2Sg,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,e,webinige,webinige,2Sg,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,am,zaaga'am,zaaga',2Sg,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,3PlObv,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,ii,madaabii,madaabii,3PlObv,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,m,minongwaam,minongwaam,3PlObv,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,o,nagamo,nagamo,3PlObv,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,aa,nibaa,nibaa,3PlObv,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,i,niimi,niimi,3PlObv,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,n,wanishin,wanishin,3PlObv,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,e,webinige,webinige,3PlObv,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,am,zaaga'am,zaaga',3PlObv,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,3PlProx,Dub+Prt,Pos,maajiibatoogwaaban,<<maajiibatoo>>gwaaban,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,3PlProx,Dub+Prt,Pos,madaabiigwaaban,<<madaabii>>gwaaban,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,3PlProx,Dub+Prt,Pos,minongwaamogwaaban,<<minongwaam>>ogwaaban,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,3PlProx,Dub+Prt,Pos,nagamogwaaban,<<nagamo>>gwaaban,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,3PlProx,Dub+Prt,Pos,nibaagwaaban,<<nibaa>>gwaaban,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,3PlProx,Dub+Prt,Pos,niimigwaaan,<<niimi>>gwaaan,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,3PlProx,Dub+Prt,Pos,wanishinogwaaban,<<wanishin>>ogwaaban,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,3PlProx,Dub+Prt,Pos,webinigegwaaban,<<webinige>>gwaaban,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',3PlProx,Dub+Prt,Pos,zaaga'amogwaaban,<<zaaga'>>amogwaaban,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,3SgObv,Dub+Prt,Pos,maajiibatoonigoban,<<maajiibatoo>>nigoban,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,3SgObv,Dub+Prt,Pos,madaabiinigoban,<<madaabii>>nigoban,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,3SgObv,Dub+Prt,Pos,minongwaaminigoban,<<minongwaam>>inigoban,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,3SgObv,Dub+Prt,Pos,nagamonigoban,<<nagamo>>nigoban,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,3SgObv,Dub+Prt,Pos,nibaanigoban,<<nibaa>>nigoban,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,3SgObv,Dub+Prt,Pos,niiminigoban,<<niimi>>nigoban,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,3SgObv,Dub+Prt,Pos,wanishininigoban,<<wanishin>>inigoban,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,3SgObv,Dub+Prt,Pos,webinigenigoban,<<webinige>>nigoban,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',3SgObv,Dub+Prt,Pos,zaaga'aminigoban,<<zaaga'>>aminigoban,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,3SgProx,Dub+Prt,Pos,maajiibatoogoban,<<maajiibatoo>>goban,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,3SgProx,Dub+Prt,Pos,madaabiigoban,<<madaabii>>goban,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,3SgProx,Dub+Prt,Pos,minongwaamogoban,<<minongwaam>>ogoban,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,3SgProx,Dub+Prt,Pos,nagamogoban,<<nagamo>>goban,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,3SgProx,Dub+Prt,Pos,nibaagoban,<<nibaa>>goban,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,3SgProx,Dub+Prt,Pos,niimigoban,<<niimi>>goban,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,3SgProx,Dub+Prt,Pos,wanishinogoban,<<wanishin>>ogoban,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,3SgProx,Dub+Prt,Pos,webinigegoban,<<webinige>>goban,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',3SgProx,Dub+Prt,Pos,zaaga'amogoban,<<zaaga'>>amogoban,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,Excl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,ii,madaabii,madaabii,Excl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,m,minongwaam,minongwaam,Excl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,o,nagamo,nagamo,Excl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,aa,nibaa,nibaa,Excl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,i,niimi,niimi,Excl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,n,wanishin,wanishin,Excl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,e,webinige,webinige,Excl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,am,zaaga'am,zaaga',Excl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,Incl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,ii,madaabii,madaabii,Incl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,m,minongwaam,minongwaam,Incl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,o,nagamo,nagamo,Incl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,aa,nibaa,nibaa,Incl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,i,niimi,niimi,Incl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,n,wanishin,wanishin,Incl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,e,webinige,webinige,Incl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,am,zaaga'am,zaaga',Incl,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,X,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,ii,madaabii,madaabii,X,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,m,minongwaam,minongwaam,X,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,o,nagamo,nagamo,X,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,aa,nibaa,nibaa,X,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,i,niimi,niimi,X,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,n,wanishin,wanishin,X,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,e,webinige,webinige,X,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,am,zaaga'am,zaaga',X,Dub+Prt,Pos,MISSING,,,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,1Sg,Neu,Pos,nimaajiibatoo,ni<<maajiibatoo>>,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,1Sg,Neu,Pos,nimadaabii,ni<<madaabii>>,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,1Sg,Neu,Pos,niminongwaam,ni<<minongwaam>>,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,1Sg,Neu,Pos,ninagam,ni<<nagam>>,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,1Sg,Neu,Pos,ninibaa,ni<<nibaa>>,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,1Sg,Neu,Pos,niniim,ni<<niim>>,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,1Sg,Neu,Pos,niwanishin,ni<<wanishin>>,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,1Sg,Neu,Pos,niwebinige,ni<<webinige>>,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',1Sg,Neu,Pos,nizaaga'am,ni<<zaaga'>>am,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,2Pl,Neu,Pos,gimaajiibatoom,gi<<maajiibatoo>>m,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,2Pl,Neu,Pos,gimadaabiim,gi<<madaabii>>m,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,2Pl,Neu,Pos,giminongwaamim,gi<<minongwaam>>im,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,2Pl,Neu,Pos,ginagamom,gi<<nagamo>>m,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,2Pl,Neu,Pos,ginibaam,gi<<nibaa>>m,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,2Pl,Neu,Pos,giniimim,gi<<niimi>>m,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,2Pl,Neu,Pos,giwanishinim,gi<<wanishin>>im,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,2Pl,Neu,Pos,giwebinigem,gi<<webinige>>m,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',2Pl,Neu,Pos,gizaaga'aam,gi<<zaaga'>>aam,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,2Sg,Neu,Pos,gimaajiibatoo,gi<<maajiibatoo>>,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,2Sg,Neu,Pos,gimadaabii,gi<<madaabii>>,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,2Sg,Neu,Pos,giminongwaam,gi<<minongwaam>>,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,2Sg,Neu,Pos,ginagam,gi<<nagam>>,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,2Sg,Neu,Pos,ginibaa,gi<<nibaa>>,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,2Sg,Neu,Pos,giniim,gi<<niim>>,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,2Sg,Neu,Pos,giwanishin,gi<<wanishin>>,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,2Sg,Neu,Pos,giwebinige,gi<<webinige>>,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',2Sg,Neu,Pos,gizaaga'am,gi<<zaaga'>>am,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,3PlObv,Neu,Pos,maajiibatoowa',<<maajiibatoo>>wa',GUESS,maajiibatoowan,<<maajiibatoo>>wan,JDN-PC,,,
VAI,Ind,ii,madaabii,madaabii,3PlObv,Neu,Pos,madaabiiwa',<<madaabii>>wa',GUESS,madaabiiwan,<<madaabii>>wan,JDN-PC,,,
VAI,Ind,m,minongwaam,minongwaam,3PlObv,Neu,Pos,minongwaamoo',<<minongwaam>>oo',GUESS,minongwaamoon,<<minongwaam>>oon,JDN-PC,,,
VAI,Ind,o,nagamo,nagamo,3PlObv,Neu,Pos,nagamowa',<<nagamo>>wa',GUESS,nagamowan,<<nagamo>>wan,JDN-PC,,,
VAI,Ind,aa,nibaa,nibaa,3PlObv,Neu,Pos,nibaawa',<<nibaa>>wa',GUESS,nibaawan,<<nibaa>>wan,JDN-PC,,,
VAI,Ind,i,niimi,niimi,3PlObv,Neu,Pos,niimiwa',<<niimi>>wa',GUESS,niimiwan,<<niimi>>wan,JDN-PC,,,
VAI,Ind,n,wanishin,wanishin,3PlObv,Neu,Pos,wanishinoo',<<wanishin>>oo',GUESS,wanishinoon,<<wanishin>>oon,JDN-PC,,,
VAI,Ind,e,webinige,webinige,3PlObv,Neu,Pos,webinigewa',<<webinige>>wa',GUESS,webinigewan,<<webinige>>wan,JDN-PC,,,
VAI,Ind,am,zaaga'am,zaaga',3PlObv,Neu,Pos,zaaga'amoo',<<zaaga'>>amoo',GUESS,zaaga'amoon,<<zaaga'>>amoon,JDN-PC,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,3PlProx,Neu,Pos,maajiibatoowag,<<maajiibatoo>>wag,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,3PlProx,Neu,Pos,madaabiiwag,<<madaabii>>wag,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,3PlProx,Neu,Pos,minongwaamoog,<<minongwaam>>oog,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,3PlProx,Neu,Pos,nagamowag,<<nagamo>>wag,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,3PlProx,Neu,Pos,nibaawag,<<nibaa>>wag,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,3PlProx,Neu,Pos,niimiwag,<<niimi>>wag,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,3PlProx,Neu,Pos,wanishinoog,<<wanishin>>oog,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,3PlProx,Neu,Pos,webinigewag,<<webinige>>wag,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',3PlProx,Neu,Pos,zaaga'amoog,<<zaaga'>>amoog,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,3SgObv,Neu,Pos,maajiibatoowan,<<maajiibatoo>>wan,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,3SgObv,Neu,Pos,madaabiiwan,<<madaabii>>wan,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,3SgObv,Neu,Pos,minongwaamoon,<<minongwaam>>oon,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,3SgObv,Neu,Pos,nagamowan,<<nagamo>>wan,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,3SgObv,Neu,Pos,nibaawan,<<nibaa>>wan,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,3SgObv,Neu,Pos,niimiwan,<<niimi>>wan,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,3SgObv,Neu,Pos,wanishinoon,<<wanishin>>oon,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,3SgObv,Neu,Pos,webinigewan,<<webinige>>wan,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',3SgObv,Neu,Pos,zaaga'amoon,<<zaaga'>>amoon,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,3SgProx,Neu,Pos,maajiibatoo,<<maajiibatoo>>w,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,3SgProx,Neu,Pos,madaabii,<<madaabii>>w,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,3SgProx,Neu,Pos,minongwaam,<<minongwaam>>w,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,3SgProx,Neu,Pos,nagamo,<<nagamo>>w,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,3SgProx,Neu,Pos,nibaa,<<nibaa>>w,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,3SgProx,Neu,Pos,niimi,<<niimi>>w,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,3SgProx,Neu,Pos,wanishin,<<wanishin>>w,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,3SgProx,Neu,Pos,webinige,<<webinige>>w,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',3SgProx,Neu,Pos,zaaga'am,<<zaaga'>>amw,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,Excl,Neu,Pos,nimaajiibatoomin,ni<<maajiibatoo>>min,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,Excl,Neu,Pos,nimadaabiimin,ni<<madaabii>>min,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,Excl,Neu,Pos,niminongwaamimin,ni<<minongwaam>>imin,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,Excl,Neu,Pos,ninagamomin,ni<<nagamo>>min,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,Excl,Neu,Pos,ninibaamin,ni<<nibaa>>min,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,Excl,Neu,Pos,niniimimin,ni<<niimi>>min,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,Excl,Neu,Pos,niwanishinimin,ni<<wanishin>>imin,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,Excl,Neu,Pos,niwebinigemin,ni<<webinige>>min,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',Excl,Neu,Pos,nizaaga'aamin,ni<<zaaga'>>aamin,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,Incl,Neu,Pos,gimaajiibatoomin,gi<<maajiibatoo>>min,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,Incl,Neu,Pos,gimadaabiimin,gi<<madaabii>>min,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,Incl,Neu,Pos,giminongwaamimin,gi<<minongwaam>>imin,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,Incl,Neu,Pos,ginagamomin,gi<<nagamo>>min,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,Incl,Neu,Pos,ginibaamin,gi<<nibaa>>min,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,Incl,Neu,Pos,giniimimin,gi<<niimi>>min,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,Incl,Neu,Pos,giwanishinimin,gi<<wanishin>>imin,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,Incl,Neu,Pos,giwebinigemin,gi<<webinige>>min,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',Incl,Neu,Pos,gizaaga'aamin,gi<<zaaga'>>aamin,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,X,Neu,Pos,maajiibatoom,<<maajiibatoo>>m,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,X,Neu,Pos,madaabiim,<<madaabii>>m,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,X,Neu,Pos,minongwaamim,<<minongwaam>>im,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,X,Neu,Pos,nagamom,<<nagamo>>m,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,X,Neu,Pos,nibaam,<<nibaa>>m,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,X,Neu,Pos,niimim,<<niimi>>m,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,X,Neu,Pos,wanishinim,<<wanishin>>im,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,X,Neu,Pos,webinigem,<<webinige>>m,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',X,Neu,Pos,zaaga'aam,<<zaaga'>>aam,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,1Sg,Prt,Pos,nimaajiibatoonaaban,ni<<maajiibatoo>>naaban,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,1Sg,Prt,Pos,nimadaabiinaaban,ni<<madaabii>>naaban,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,1Sg,Prt,Pos,niminongwaaminaaban,ni<<minongwaam>>inaaban,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,1Sg,Prt,Pos,ninagamonaaban,ni<<nagamo>>naaban,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,1Sg,Prt,Pos,ninibaanaaban,ni<<nibaa>>naaban,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,1Sg,Prt,Pos,niniiminaaban,ni<<niimi>>naaban,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,1Sg,Prt,Pos,niwanishininaaban,ni<<wanishin>>inaaban,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,1Sg,Prt,Pos,niwebinigenaaban,ni<<webinige>>naaban,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',1Sg,Prt,Pos,nizaaga'aanaaban,ni<<zaaga'>>aanaaban,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,2Pl,Prt,Pos,gimaajiibatoomwaaban,gi<<maajiibatoo>>mwaaban,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,2Pl,Prt,Pos,gimadaabiimwaaban,gi<<madaabii>>mwaaban,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,2Pl,Prt,Pos,giminongwaamimwaaban,gi<<minongwaam>>imwaaban,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,2Pl,Prt,Pos,ginagamomwaaban,gi<<nagamo>>mwaaban,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,2Pl,Prt,Pos,ginibaamwaaban,gi<<nibaa>>mwaaban,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,2Pl,Prt,Pos,giniimimwaaban,gi<<niimi>>mwaaban,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,2Pl,Prt,Pos,giwanishinimwaaban,gi<<wanishin>>imwaaban,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,2Pl,Prt,Pos,giwebinigemwaaban,gi<<webinige>>mwaaban,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',2Pl,Prt,Pos,gizaaga'aamwaaban,gi<<zaaga'>>aamwaaban,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,2Sg,Prt,Pos,gimaajiibatoonaaban,gi<<maajiibatoo>>naaban,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,2Sg,Prt,Pos,gimadaabiinaaban,gi<<madaabii>>naaban,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,2Sg,Prt,Pos,giminongwaaminaaban,gi<<minongwaam>>inaaban,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,2Sg,Prt,Pos,ginagamonaaban,gi<<nagamo>>naaban,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,2Sg,Prt,Pos,ginibaanaaban,gi<<nibaa>>naaban,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,2Sg,Prt,Pos,giniiminaaban,gi<<niimi>>naaban,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,2Sg,Prt,Pos,giwanishininaaban,gi<<wanishin>>inaaban,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,2Sg,Prt,Pos,giwebinigenaaban,gi<<webinige>>naaban,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',2Sg,Prt,Pos,gizaaga'aanaaban,gi<<zaaga'>>aanaaban,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,3PlObv,Prt,Pos,maajiibatoobanii',<<maajiibatoo>>banii',GUESS,maajiibatoobaniin,<<maajiibatoo>>baniin,JDN-PC,maajiibatoobanen,<<maajiibatoo>>banen,JDN-PC
VAI,Ind,ii,madaabii,madaabii,3PlObv,Prt,Pos,madaabiibanii',<<madaabii>>banii',GUESS,madaabiibaniin,<<madaabii>>baniin,JDN-PC,madaabiibanen,<<madaabii>>banen,JDN-PC
VAI,Ind,m,minongwaam,minongwaam,3PlObv,Prt,Pos,minongwaamoobanii',<<minongwaam>>oobanii',GUESS,minongwaamoobaniin,<<minongwaam>>oobaniin,JDN-PC,minongwaamoobanen,<<minongwaam>>oobanen,JDN-PC
VAI,Ind,o,nagamo,nagamo,3PlObv,Prt,Pos,nagamoobanii',<<nagamo>>obanii',GUESS,nagamoobaniin,<<nagamo>>obaniin,JDN-PC,nagamoobanen,<<nagamo>>obanen,JDN-PC
VAI,Ind,aa,nibaa,nibaa,3PlObv,Prt,Pos,nibaabanii',<<nibaa>>banii',GUESS,nibaabaniin,<<nibaa>>baniin,JDN-PC,nibaabanen,<<nibaa>>banen,JDN-PC
VAI,Ind,i,niimi,niimi,3PlObv,Prt,Pos,niimiibanii',<<niimi>>ibanii',GUESS,niimiibaniin,<<niimi>>ibaniin,JDN-PC,niimiibanen,<<niimi>>ibanen,JDN-PC
