Paradigm,Order,Class,Lemma,Stem,Subject,Object,Mode,Negation,Form1,Form2
VTA,Cnj,Regular,waabam,waabam,1Sg,3SgObv/3PlObv,Prt,Pos,<<waabam>>imagiban,
VTA,Cnj,Regular,waabam,waabam,1Sg,3SgProx,Prt,Neg,<<waabam>>aasiwagiban,
VTA,Cnj,Regular,waabam,waabam,1Sg,3SgProx,Prt,Pos,<<waabam>>agiban,
VTA,Cnj,Regular,waabam,waabam,2Pl,1Sg,Prt,Neg,<<waabam>>isiwegiban,
VTA,Cnj,Regular,waabam,waabam,2Pl,1Sg,Prt,Pos,<<waabam>>iyegiban,
VTA,Cnj,Regular,waabam,waabam,2Pl,3PlProx,Prt,Neg,<<waabam>>aasiwegwaaban,
VTA,Cnj,Regular,waabam,waabam,2Pl,3PlProx,Prt,Pos,<<waabam>>egwaaban,
VTA,Cnj,Regular,waabam,waabam,2Pl,3SgObv/3PlObv,Prt,Neg,<<waabam>>imaasiwegiban,
VTA,Cnj,Regular,waabam,waabam,2Pl,3SgObv/3PlObv,Prt,Pos,<<waabam>>imegiban,
VTA,Cnj,Regular,waabam,waabam,2Pl,3SgProx,Prt,Neg,<<waabam>>aasiwegiban,
VTA,Cnj,Regular,waabam,waabam,2Pl,3SgProx,Prt,Pos,<<waabam>>egiban,
VTA,Cnj,Regular,waabam,waabam,2Pl,Excl,Prt,Neg,<<waabam>>isiwaangiban,
VTA,Cnj,Regular,waabam,waabam,2Pl,Excl,Prt,Pos,<<waabam>>iyaangiban,
VTA,Cnj,Regular,waabam,waabam,2Sg,1Sg,Prt,Neg,<<waabam>>isiwamban,
VTA,Cnj,Regular,waabam,waabam,2Sg,1Sg,Prt,Pos,<<waabam>>iyamban,
VTA,Cnj,Regular,waabam,waabam,2Sg,3PlProx,Prt,Neg,<<waabam>>aasiwadwaaban,
VTA,Cnj,Regular,waabam,waabam,2Sg,3PlProx,Prt,Pos,<<waabam>>adwaaban,
VTA,Cnj,Regular,waabam,waabam,2Sg,3SgObv/3PlObv,Prt,Neg,<<waabam>>imaasiwadiban,
VTA,Cnj,Regular,waabam,waabam,2Sg,3SgObv/3PlObv,Prt,Pos,<<waabam>>imadiban,
VTA,Cnj,Regular,waabam,waabam,2Sg,3SgProx,Prt,Neg,<<waabam>>aasiwadiban,
VTA,Cnj,Regular,waabam,waabam,2Sg,3SgProx,Prt,Pos,<<waabam>>adiban,
VTA,Cnj,Regular,waabam,waabam,2Sg,Excl,Prt,Neg,<<waabam>>isiwaangiban,
VTA,Cnj,Regular,waabam,waabam,2Sg,Excl,Prt,Pos,<<waabam>>iyaangiban,
VTA,Cnj,Regular,waabam,waabam,3PlProx,1Sg,Prt,Neg,<<waabam>>isigwaaban,
VTA,Cnj,Regular,waabam,waabam,3PlProx,1Sg,Prt,Pos,<<waabam>>iwaapan,
VTA,Cnj,Regular,waabam,waabam,3PlProx,2Pl,Prt,Neg,<<waabam>>igoosiwegiban,
VTA,Cnj,Regular,waabam,waabam,3PlProx,2Pl,Prt,Pos,<<waabam>>igooyegiban,
VTA,Cnj,Regular,waabam,waabam,3PlProx,2Sg,Prt,Neg,<<waabam>>isinowegwaaban,
VTA,Cnj,Regular,waabam,waabam,3PlProx,2Sg,Prt,Pos,<<waabam>>inegwaaban,
VTA,Cnj,Regular,waabam,waabam,3PlProx,3SgObv/3PlObv,Prt,Neg,<<waabam>>aasigwaaban,
VTA,Cnj,Regular,waabam,waabam,3PlProx,3SgObv/3PlObv,Prt,Pos,<<waabam>>aawaapan,
VTA,Cnj,Regular,waabam,waabam,3PlProx,Excl,Prt,Neg,<<waabam>>isiwangidwaaban,
VTA,Cnj,Regular,waabam,waabam,3PlProx,Excl,Prt,Pos,<<waabam>>iyangidwaaban,
VTA,Cnj,Regular,waabam,waabam,3PlProx,Incl,Prt,Neg,<<waabam>>isinowangwaaban,
VTA,Cnj,Regular,waabam,waabam,3PlProx,Incl,Prt,Pos,<<waabam>>inangwaaban,
VTA,Cnj,Regular,waabam,waabam,3SgObv/3PlObv,3PlProx,Prt,Neg,<<waabam>>igosigwaaban,
VTA,Cnj,Regular,waabam,waabam,3SgObv/3PlObv,3PlProx,Prt,Pos,<<waabam>>igowaapan,
VTA,Cnj,Regular,waabam,waabam,3SgObv/3PlObv,3SgProx,Prt,Neg,<<waabam>>igosigoban,
VTA,Cnj,Regular,waabam,waabam,3SgObv/3PlObv,3SgProx,Prt,Pos,<<waabam>>igopan,
VTA,Cnj,Regular,waabam,waabam,3SgProx,1Sg,Prt,Neg,<<waabam>>isigoban,
VTA,Cnj,Regular,waabam,waabam,3SgProx,1Sg,Prt,Pos,<<waabam>>ipan,
VTA,Cnj,Regular,waabam,waabam,3SgProx,2Pl,Prt,Neg,<<waabam>>igoosiwamban,
VTA,Cnj,Regular,waabam,waabam,3SgProx,2Pl,Prt,Pos,<<waabam>>igooyamban,
VTA,Cnj,Regular,waabam,waabam,3SgProx,2Sg,Prt,Neg,<<waabam>>isinowegiban,
VTA,Cnj,Regular,waabam,waabam,3SgProx,2Sg,Prt,Pos,<<waabam>>inegiban,
VTA,Cnj,Regular,waabam,waabam,3SgProx,3SgObv/3PlObv,Prt,Neg,<<waabam>>aasigoban,
VTA,Cnj,Regular,waabam,waabam,3SgProx,3SgObv/3PlObv,Prt,Pos,<<waabam>>aapan,
VTA,Cnj,Regular,waabam,waabam,3SgProx,Excl,Prt,Neg,<<waabam>>isiwangidiban,
VTA,Cnj,Regular,waabam,waabam,3SgProx,Excl,Prt,Pos,<<waabam>>iyangidiban,
VTA,Cnj,Regular,waabam,waabam,3SgProx,Incl,Prt,Neg,<<waabam>>isinowangiban,
VTA,Cnj,Regular,waabam,waabam,3SgProx,Incl,Prt,Pos,<<waabam>>inangiban,
VTA,Cnj,Regular,waabam,waabam,Excl,2Pl,Prt,Neg,<<waabam>>isinokwaaban,
VTA,Cnj,Regular,waabam,waabam,Excl,2Pl,Prt,Pos,<<waabam>>ikwaaban,
VTA,Cnj,Regular,waabam,waabam,Excl,2Sg,Prt,Neg,<<waabam>>isinokiban,
VTA,Cnj,Regular,waabam,waabam,Excl,2Sg,Prt,Pos,<<waabam>>ikiban,
VTA,Cnj,Regular,waabam,waabam,Excl,3PlProx,Prt,Neg,<<waabam>>aasiwangidwaaban,
VTA,Cnj,Regular,waabam,waabam,Excl,3PlProx,Prt,Pos,<<waabam>>angidwaaban,
VTA,Cnj,Regular,waabam,waabam,Excl,3SgObv/3PlObv,Prt,Neg,<<waabam>>imaasiwangidiban,
VTA,Cnj,Regular,waabam,waabam,Excl,3SgObv/3PlObv,Prt,Pos,<<waabam>>imangidiban,
VTA,Cnj,Regular,waabam,waabam,Excl,3SgProx,Prt,Neg,<<waabam>>angidiban,
VTA,Cnj,Regular,waabam,waabam,Excl,3SgProx,Prt,Pos,<<waabam>>angidiban,
VTA,Cnj,Regular,waabam,waabam,Incl,3PlProx,Prt,Neg,<<waabam>>aasiwangwaaban,
VTA,Cnj,Regular,waabam,waabam,Incl,3PlProx,Prt,Pos,<<waabam>>angwaaban,
VTA,Cnj,Regular,waabam,waabam,Incl,3SgObv/3PlObv,Prt,Neg,<<waabam>>imaasiwangiban,
VTA,Cnj,Regular,waabam,waabam,Incl,3SgObv/3PlObv,Prt,Pos,<<waabam>>imangiban,
VTA,Cnj,Regular,waabam,waabam,Incl,3SgProx,Prt,Neg,<<waabam>>aasiwangiban,
VTA,Cnj,Regular,waabam,waabam,Incl,3SgProx,Prt,Pos,<<waabam>>angiban,
VTA,Cnj,Regular,waabam,waabam,X,1Sg,Prt,Neg,<<waabam>>igoosiwaambaan,
VTA,Cnj,Regular,waabam,waabam,X,1Sg,Prt,Pos,<<waabam>>igooyaambaan,
VTA,Cnj,Regular,waabam,waabam,X,2Pl,Prt,Neg,<<waabam>>igoosiwegiban,
VTA,Cnj,Regular,waabam,waabam,X,2Pl,Prt,Pos,<<waabam>>igooyegiban,
VTA,Cnj,Regular,waabam,waabam,X,2Sg,Prt,Neg,<<waabam>>igoosiwamban,
VTA,Cnj,Regular,waabam,waabam,X,2Sg,Prt,Pos,<<waabam>>igooyamban,
VTA,Cnj,Regular,waabam,waabam,X,3PlProx,Prt,Neg,<<waabam>>aasiwindwaaban,
VTA,Cnj,Regular,waabam,waabam,X,3PlProx,Prt,Pos,<<waabam>>indwaaban,
VTA,Cnj,Regular,waabam,waabam,X,3SgObv/3PlObv,Prt,Neg,<<waabam>>imaasiwindiban,
VTA,Cnj,Regular,waabam,waabam,X,3SgObv/3PlObv,Prt,Pos,<<waabam>>imindiban,
VTA,Cnj,Regular,waabam,waabam,X,3SgProx,Prt,Neg,<<waabam>>aasiwindiban,
VTA,Cnj,Regular,waabam,waabam,X,3SgProx,Prt,Pos,<<waabam>>indiban,
VTA,Cnj,Regular,waabam,waabam,X,Excl,Prt,Neg,<<waabam>>igoosiwaangiban,
VTA,Cnj,Regular,waabam,waabam,X,Excl,Prt,Pos,<<waabam>>igooyaangiban,
VTA,Cnj,Regular,waabam,waabam,X,Incl,Prt,Neg,<<waabam>>igoosiwangiban,
VTA,Cnj,Regular,waabam,waabam,X,Incl,Prt,Pos,<<waabam>>igooyangiban,
